epoch,algorithm,drift_signal,ideal_compensation,learned_compensation,residual_drift,bias,target_bias,tracking_error,target_band_low,target_band_high,burn_in,f_drift,f_conv,n_conv,drift_amplitude,seed
105,Bayesian/TUrBO,0.015477434997768628,-0.015477434997768628,-0.01487384813017787,0.0006035868675907576,100.31937324353567,100.0,0.0031886433045913414,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
106,Bayesian/TUrBO,0.01578250165406795,-0.01578250165406795,-0.01532268055803893,0.0004598210960290207,100.19398758955992,100.0,0.0019379967661469705,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
107,Bayesian/TUrBO,0.016148626895706758,-0.016148626895706758,-0.015569898573352918,0.0005787283223538404,100.03160791013043,100.0,0.0003160291588288091,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
108,Bayesian/TUrBO,0.01657470619986181,-0.01657470619986181,-0.015590875718547954,0.0009838304813138549,100.24628103657119,100.0,0.0024597826184224575,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
109,Bayesian/TUrBO,0.01705650929883385,-0.01705650929883385,-0.015955533622781848,0.0011009756760520031,100.3405438434946,100.0,0.003399653060249833,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
110,Bayesian/TUrBO,0.01758672381718963,-0.01758672381718963,-0.016431939091568107,0.0011547847256215236,100.21677098072013,100.0,0.0021653637141180572,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
111,Bayesian/TUrBO,0.018155078594728657,-0.018155078594728657,-0.016710384743318783,0.0014446938514098735,100.29346793689598,100.0,0.002930381603782536,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
112,Bayesian/TUrBO,0.018748544374383527,-0.018748544374383527,-0.017120414296875462,0.0016281300775080644,100.35892363113183,100.0,0.0035828103742167,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
113,Bayesian/TUrBO,0.019351607743456282,-0.019351607743456282,-0.017617876103865462,0.00173373163959082,100.50834238445334,100.0,0.00507054686653,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
114,Bayesian/TUrBO,0.019946612512591416,-0.019946612512591416,-0.018329601628742025,0.0016170108838493916,100.50618551976036,100.0,0.005049087077373945,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
115,Bayesian/TUrBO,0.020514161137585078,-0.020514161137585078,-0.019017820869440878,0.0014963402681442,100.36509325671847,100.0,0.003644284090060364,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
116,Bayesian/TUrBO,0.021033567369838232,-0.021033567369838232,-0.019495612295531185,0.0015379550743070472,100.46524826298729,100.0,0.004641693284447871,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
117,Bayesian/TUrBO,0.021483350093825068,-0.021483350093825068,-0.020142171505152077,0.0013411785886729907,100.48465940743978,100.0,0.004834887147912666,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
118,Bayesian/TUrBO,0.021841757302049503,-0.021841757302049503,-0.02080410875982377,0.0010376485422257317,100.26757011422308,100.0,0.0026721278265933526,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
119,Bayesian/TUrBO,0.022087308392512158,-0.022087308392512158,-0.021138997654523043,0.0009483107379891151,100.39339287324283,100.0,0.0039262110686636665,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
120,Bayesian/TUrBO,0.022199342468339166,-0.022199342468339166,-0.02169149120809631,0.0005078512602428552,100.21813770386723,100.0,0.0021790012900881426,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
121,Bayesian/TUrBO,0.02215856008589181,-0.02215856008589181,-0.021964802159764114,0.00019375792612769463,99.92430881270353,100.0,0.0007571984753873661,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
122,Bayesian/TUrBO,0.021947545942403158,-0.021947545942403158,-0.021821508734500266,0.0001260372079028918,99.96312513964882,100.0,0.00036881660799628597,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
123,Bayesian/TUrBO,0.021551260316915902,-0.021551260316915902,-0.021776511677056097,-0.00022525136014019467,99.90981020985765,100.0,0.000902304856041849,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
124,Bayesian/TUrBO,0.020957487672877435,-0.020957487672877435,-0.02164619526603158,-0.0006887075931541441,99.93214242440224,100.0,0.0006788060927123281,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
125,Bayesian/TUrBO,0.02015723168507901,-0.02015723168507901,-0.021556678509252577,-0.0013994468241735683,99.91215391333002,100.0,0.0008788469395635042,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
126,Bayesian/TUrBO,0.01914504704988921,-0.01914504704988921,-0.021434107915036853,-0.0022890608651476435,99.56134230351068,100.0,0.004396226222106564,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
127,Bayesian/TUrBO,0.017919299752787624,-0.017919299752787624,-0.020786658258169485,-0.0028673585053818618,99.37039242569759,100.0,0.0063159796160811715,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
